b'taratrask',b'Are you f-ing kidding me? #votethemout #timesup #metoo https://t.co/YG1dxTZ42w',166
b'TheMominatrixx',b'There are 35 Senate seats up in 2018; 26 are held by Democrats\n\nCurrent balance in the Senate:\n49 Democrats - 51 Republicans\n\nWE NEED TO WIN 3 SEATS\nto gain a majority!\n\n#VOTEBLUE \xf0\x9f\x97\xb3 \n\n#VoteThemAllOut #BlueWave2018\xf0\x9f\x8c\x8a  #PinkTsunami #TimesUp #MeToo #BelieveSurvivors #WomenWillWin https://t.co/OW5AWwvGQs',4287
b'pjpmkelly',b'And his base shrugs. \n\n#Trump\n#TrumpCrimeFamily \n#KavanaughConfirmation \n#SusanCollins \n#KavanaughVote \n#MeToo \n#StopKavanaugh \n#LaquanMcDonald \n#TaxFraud\n#MuellerIsComing \n#Impeach45 \n#Breaking \n#ResistanceRises \n#Shame \n#TrumpTariffs \n#VanDykeMurderTrial \n#VanDykeTrial \n#Maddow https://t.co/GBoyraQypp',77
b'o_marianne',b'@bethtcoast @Rachelbomb @alessi1414 #MeToo and I agree with you completely!',3636
b'WaywordKnight',"b'@JewhadiTM Previously KKK, now BLM, #MeToo , and ANTIFA...'",5199
b'Sharky180',b'More #MeToo hypnotism at work. https://t.co/11CIpPcWXA',33
b'picardonhealth',"b'The lessons women are asking men to learn, by @SamanthaNutt https://t.co/3TfDiYA1ce via @GlobeDebate #MeToo'",77432
b'VictimsofDSC',"b'Amazing Courage,  &amp; Truth for so many #metoo #kidstoo #BelieveSurviors #WhyIDidntReport https://t.co/88MEX8xXeT'",103
b'Yoni_Thief',"b""All these #MeToo stories are heartbreaking as fuck but I'm glad this shit is being talked about because its not FUCKING OKAY""",2865
b'Meagan77089733',b'#kavanaugh #sexual assault #metoo #jws #cults #toxicchristianity #twowitness\n\nThis!! https://t.co/xxNsPMj8a6',112
b'laxsteve31',b'When you actually think about all the accusations and no one believes them. Why does her voice outweigh theirs? Is it money or politics? #MeToo #JudgeKavanaugh #PJNET #RedNationRising #TCOT #FoxNews #Demonrat #UniteBlue https://t.co/RlyT05gUgf',157
b'QueenNfl',"b'Remember, @CoryBooker admitted to groping a girl against her will. In fact, he bragged about it. #MAGA #MeToo https://t.co/BjOyIOwmzd'",736
b'jayoung1892',b'Taylor from @CTWFP chose not to vote for @HillaryClinton and as a result to clearly anti-choice men on the #SupremeCourt what a hypocrite! #BelieveSurvivors #MeToo #TimesUp #FBR #Resist',3813
b'EeyoreLovesDems',"b""@danielsgoldman @SenatorCollins True, but she is the one that claimed that she supported women's issues. #VoteHerOut #MeToo #IBelieveChristineBlaseyFord #IBelieveSurvivors""",194
b'Troy30517383',"b""#metoo excludes males who victims of sexual predators. You should just as well name it me-me-me movement since it's gender specific. \n\nIt's more likely a tentacle of the George Soros agenda to create chaos in America. Normal males protect women, not harm them. New normal?""",586
b'mikealfinito',b'@KamalaHarris Lying about it should too! #HimToo #MeTooHucksters #MeToo',6089
b'GtYarmouth',b'#metoo @GrahamNorton @jamieleecurtis if an older man had his hands on younger girls legs after just meeting them there would be up roar!',271
b'MickelodeonNL',"b""@JohnHewlin @Lauren_CBee B'y, #metoo is about sexual assault.  I've got IBS, so I can relate to the plight of the gluten-trodden, but putting sloppy dumps and rape on the same level is some next-level shit.  A problem that can be solved with a dietary change ain't that big a problem.""",779
b'ParachuteAddams',"b""@lsarsour BAAAAAAAHHHHHHHHHAAAAAAAAA!\n\nI can't believe you took time off from hating Jews to post this. #BelieveSurvivors #believeallwomen #Metoo""",1
b'theblackeffect7',"b""@SmartKehan She's got a business model where she's obviously cashing in. Whilst all good to make money on what happened to you. But once it starts affecting the rights of people and your using your circumstances to change laws for the worst. Then Brenda! That's a problem! #MeToo #MenToo""",387
b'DonnaYoungDC',"b'Still perplexed by this in Collins\' statement: ""I pledge to do all that I can to ensure that their daughters and granddaughters never share their experiences.""\nShe\'s not saying she will do all she can to ensure they never HAVE similar experiences. \n#MeToo https://t.co/SP88L0SZ0u'",7474
b'fire4yahweh',"b'.@Alyssa_Milano\xe2\x80\x94u have the audacity to harass Senators for voting for a pristine judge bcuz u desperately want to protect Roe v Wade, while having MATT DAMON as your header pic?! MATT, who helped curb Weinstein stories + hired Casey Affleck after his  cases? You\xe2\x80\x99re a #MeToo PIMP! https://t.co/3lM7y2eYhV'",867
b'evaottesmith',b'I\xe2\x80\x99m donating #VoteBlue #MeToo https://t.co/ciQLQOp6gS',1242
b'RIBeastie',b'I used to think I would retire to Maine but not if fake women like that are in office. #metoo https://t.co/um0b2iZpbG',224
b'Nishant31226692',"b'""STOP VIOLENCE"" @Respect #MeTooIndia #MeToo india #Metoo #MeToo #MyCleanIndia #TransformingIndia #GlobalGoals #EducationForAll #India #Indian2 #Indians #RespectWomen #respect #RespectAriana https://t.co/fJ3IjyBpeE'",19
b'JaytonThaMac',b'@billmaher chime in you regressive shill. You used to be my idol till you sold us the shit sandwich that was Hillary. How you feel about this? How does Bill Clinton get a #MeToo pass?',604
b'Machovell1an',"b'3/x  Whatever may or may not have happened to Christine Ford 30 years ago, she was used!\n\nFor people who claim to care about Women and the #MeToo movement, liberals have demonstrated some real hypocrisy, and some real derangement'",2534
b'mozarts_olive',"b""#metoo era means #nothing when you got #instagram and other social media channels pretending to fight for women's rights yet exacerbating the very same problems with their image filters, photoshopping and wet t shirt competitions [who can wear less in the next post!??]""",232
b'sbtenney',"b'@AmbassadorRice Ohhhhhhh. Yes, PLEASE!! Looking up donation site. #BlueWave #VoteThemOut #MeToo'",42
b'ulilgypsy',b'@Rosie @americanmclass Thank you!  Listening to @SenatorCollins give her speech in that sickening sweet voice and talk about the #MeToo movement while stabbing women in the back was infuriating. There are many silent #SexualAssualtVictims &amp; we are all #DrBlaseyFord and she is all of us! #VoteOutCollins',748
b'JAC0403',b'Hey ladies &amp; gentlemen of #MeToo @SenatorCollins just sold you out https://t.co/OsQwRw76C0',196
b'kdittmar',"b""It's been a long day (week, year), but worth reflecting on both the progress made and challenges that remain in adequately addressing #meToo in our institutions. I'm glad to have had the opportunity to do that with @JudyWoodruff tonight. https://t.co/IzwGfur777""",2995
b'noreallyhowcome',b'@Samanth93280229 @HumanistReport She took the Me in #Metoo way to literally',5601
b'EAddlesperger',"b'\xe2\x80\x9cIf there is no struggle there is no progress.\xe2\x80\x9d\n\nFrederick Douglass, 1857\n\n#Kavanaugh #MeToo #BlackLivesMatter #LaquanMcDonald https://t.co/mY54ZEACEH'",35
b'FELASTORY',b'The #Metoo movement is putting us off #dating who wants to be later accused of #sexualassault? Now look at #CR7 accused of raping a woman who followed him to his hotel room. https://t.co/2mHkkzJdmq',236
b'JSchwartz00',"b'@I_am_Davidj @SenatorCollins I guess I just figured it would be super difficult for a woman in the #metoo era to ignore three sexual assault allegations, especially against a man who will sit on the highest court'",133
b'aeamato',"b""On the 1 year anniversary of #metoo @SenatorCollins says \xe2\x80\x9che's entitled to 'presumption of innocence' of assault.\xe2\x80\x9d #StopKavanuagh #entitled""",62
b'propanegirl1964',b'I seriously needed to see a kitten riding a unicorn tonight. How about you?\n\n#VoteNoOnKavanaugh \n#metoo\n#timesup\n#WhyIDidntReport https://t.co/g5cQQKUPFl',875
b'CharlizeTheroff',"b'The rehearsed style of assault #ChristineBlaseyFord describes implies #Kavanaugh and his freak buddy have MULTIPLE victims.\n\nNow is the time to speak, if you can. #metoo https://t.co/f6oiPHgpEV'",2002
b'rogeniathe1',"b'@WalshFreedom If men were NOT automatically believed, there would be no need for #MeToo you sound delusional.'",284
b'Mi2Media',"b'@charliekirk11 @trumps_feed Thank you, @lisamurkowski for doing the right thing! You showed independence of thought (an Alaskan trait), great moral character and courage. Thank you! #Hero #Alaska #MeToo'",117
b'goodlove898',b'@DanRather And many still keep their secrets and always will!  #metoo #tooheartbreakingforlovedonestoknow',11
b'epicfugue',"b""@NickAyer3 @Dregadeath @hellomesquito @TommyStorm23 @StantonWidow151 @NessaJ785 @Rayatbragg @Alyssa_Milano Yeah. She was lying. Do a little research. It's not about #metoo, it's about a targeted attack on someone that dies not agree with your liberal agenda. Fu** off with the selective outrage. I haven't seen the left say anything negative against dem perpetrators with real evidence.""",1384
b'ibeahussy',"b""@Yamiche If @SenatorCollins REALLY believed in the #MeToo movement she wouldn't have been satisfied with the sham FBI investigation. She couldn't have concluded there was no corroborating evidence for Dr. Ford's allegations.  #Hardball #MSNBC #IStandWithChristineBlaseyFord""",1745
b'danielx2',"b'@GOP has been fighting fire with fire for decades, at the expense of Liberty and the Constitution.  Well... you better buckle up and put on your asbestos suit because a political conflagration is underway.\n\nDismantle the GOP - All of them - in the Midterms.\n\n#Resistance #MeToo https://t.co/ifHs9U0xXM'",3236
b'RIBeastie',b'You are so right! #MeToo https://t.co/dV1YyZD9kF',224
b'2flamesburning1',b'Wait a minute.. The pedophile who ran away to London is now working again In #Hollywood. Tatiana who works for @VanityFair and others journalists are praising him!! The fuck is #MeToo when you need them?!! #USA Plz stop pretending you care about victims of abuse https://t.co/w8myl0WXiw',4119
b'DrAriafya',"b""Seeing on my FB newsfeed, that this fucked up #Kavanaugh vote is raping the #MeToo movement. True. It is a push back from white men to tell WW they ain't shit to them. Don't let them shate you. You are someone. I can say that cos I'm a Black Woman, and they've hurt me since birth""",958
b'schmatestaley',b'You could really pick anyone else from the Federalist Society list who would be just as partisan conservative if not more. Doubling down on Kavanaugh or bust is about #metoo backlash pure and simple.',439
b'Dominique_Will',"b""@PerfectingDre In my Women's Leadership class I prompted students to reflect on sexual violence. Some wrote about themselves and others. Some wrote about how things made them feel. We read the VF #MeToo article and some of us shared our stories. Tissue was involved.""",884
b'Paiyslee',"b""We #MeToo care Casey. This isn't over. We vote in 5 weeks. https://t.co/yCf4zHuEw0""",7934
b'knpetrescu',"b""@shannonrwatts @SenatorCollins you are a ridiculous hypocrite!!! Shame on you! You have guaranteed women's rights will be set back decades. Roe v Wade? Gone! You have sold women out for political gain. Shame on you!!!!! You are gutless, spineless and hopefully jobless in a few years #metoo""",97
b'k_goett7',"b'Survivors, minorities, underrepresented groups, women - know that you have an #ally in me. I support and believe you. #TimesUp #MeToo #IbelieveSurvivors'",482
b'marcyrw',"b'@mitchellreports @ChuckGrassley This entire sham was engineered by the GOP to belittle and silence women, and retaliation for the #MeToo movement. They wanted to put us in our place. Susan Collins went along , and betrayed all women today. This is her legacy.'",2603
b'cestsofia',b'Friday night dialog: \n\n- She\xe2\x80\x99s on her early twenties and has already a 2yo baby. We\xe2\x80\x99re in our late 20\xe2\x80\x99s and we\xe2\x80\x99re not even close. Is she more millennial than us? \n\n- Is an Amish born in 1997 Millennial? \n\n#MeToo',818
b'PaulaBPolitics',"b'#Metoo EDITORIAL CARTOON: Sept. 29, 2018 | The Chronicle Herald https://t.co/y2rA9BoxYf'",5
b'NoaBalf',"b'Ooooh snap @kdittmar on pbs news hour talking about #womeninpolitics, and #kavanaugh, and #metoo https://t.co/qrqz42Owu1'",321
b'BeYouSpa',"b""#Hypocrisy #MeToo #ChildSexualAbuse #AdverseChildhoodExperiences #IBelieveChristine #IBelieveDeborah #hippocampusSearedMemory doesn't mistake #attackers Instead it can be retriggered by a scent, name, face, sounds by all or one of these. #HyperAwareSenses during #Trauma https://t.co/hVN8fwVekl""",1075
b'MrGreatwunn',b'Im all for the #MeToo movement but yall gotta leave CR7 out of this.',674
b'Thomas05478750',b'@TalbertSwan @SenatorCollins Collins ur not fit for Senate when the election come up no vote and I hope women stand up sense u voted for kavanaugh and I see the #metoo movement going to chit',0
b'farleyc',b'@SenatorCollins I heard it live. \xf0\x9f\x98\xa2 #ShameOnCollins #metoo',562
b'gijn',"b""Annyeonghaseyo! #IJAsia18 Day 2 starts soon. Don't miss sessions on busting fake news, exposing slavery,  reporting #MeToo in Asia, exposing extrajudicial killings, and more! Check out https://t.co/Kvqn2PM2oM for the schedule and tipsheets at https://t.co/AFxwMsQ43n https://t.co/YeqpuY754N""",31522
b'missapel241',"b'@SmittyWrite I see your point.  However,  I think BT was chosen because of his history with women. Feature not bug.  Planned to use the excuse of #metoo backlash to boster their support.'",20
b'vayyaari',b'This might be a perfect moment for some of us ladies to take a break from Twitter. \n\n#MeToo #JustSaying',1220
b'seattleamack401',"b""Watch @mim_mack's broadcast: #Heartgang Will Fol #SpreadLuv Plz Share &amp; Like #MeToo #KavanaughVote #lov\xe2\x80\xa6 https://t.co/uonQKI080b""",21142
b'ayshford',b'@BrettKavanaugh Don\xe2\x80\x99t get too comfortable you will be impeached in just a few months #KavanaughVote #KavanaughInvestigation #SCOTUS #MeToo',15
b'lovelydays_',"b""@stillgray Simply it's Give me your money am gonna harm you * #metoo weapon in hands*""",14920
b'henrymtyler',"b'what seems almost worse has been the hope that the #MeToo era might actually mean survivors would be believed when it mattered, not just when it seemed convenient. After Weinstein &amp; others, it seemed possible. That hope- only to have it snatched away by Senate Republicans 2/'",60
b'EvaWilliamsNY',b'#MeToo anniversary: How to combat sexual harassment in Hollywood https://t.co/MEkGhXcTSK https://t.co/Dqv58lkrPq',137
b'gulf_news',b'#MeToo in Indian women journalists call out sexual predators in the media industry https://t.co/iHY3UeA4VF',851900
b'ruthstryker',"b""With a nod to #MeToo, Nobel's 2018 choice captures moment in history @CNN https://t.co/g6KYmcl6JZ""",170
b'boyfacemedia',"b""Get on our RAP GOATS #playlist: https://t.co/krrcOGXgFt\n#NewMusic: \nhttps://t.co/BnyuGHpus9 Nas - Where's The Love ft. Cocaine 80s.mp3 by : #youtube #lilbaby\n#hiphop #rap #Crypto #metoo #ICO $hot""",41923
b'ayostastic',b'Contrast these CONSERVATIVE women with the LIBERAL women! Thank God! #MeToo #TheDifferenceIsClear https://t.co/oDl09v3I0K',1024
b'vipguitarist',b'New @Disney #doorables multi in boxing with new internet sensation Sienna AKA Shimmer Guru . Please subscribe and #christmas #TOTP #presents #smyths #disney #MeToo https://t.co/GjaKi8yiAI https://t.co/CPjz1kNPHJ',1994
b'BlueGhostSkater',b'I know that what\xe2\x80\x99s happening due to the #KavanaughVote and all that feels really awful. That maybe #MeToo hasn\xe2\x80\x99t changed a damn thing. But you have to believe it has. And you have to believe it will continue to do so.',94
b'GoodOrtho_com',b'@FoxNews @SenJohnKennedy WRONG.  Kavanaugh is doing an OJ Simpson Juror party right now.   #metoo #KavanaughVote #SusanCollins #MidtermElections #FlakeFlaked #Flake  #DevilsTriangle',593
b'tallas_susan',b'To every women that claims \xe2\x80\x9cMe Too\xe2\x80\x9d. Did you go to police if not why!  Can you prove it? #MeToo',35
b'reedsnotafurry',b'Really love hearing my own fucking dad mock #metoo',62
b'Angel__Puss',"b'When I was sexually assaulted at 19 yrs, the first &amp; only thing I remember feeling was shame. I simply just wanted to forget it ever happened. How na\xc3\xafve the young brain is. Little did I know that I would NEVER forget and will always harbour some rage over it 30+ years on #MeToo'",1062
b'SportsQomplex',"b""An efficient #parasite won't #kill the host.\n#RKelly #ExWife Angela Says He Almost Killed Her in the Backseat of a Hummer #metoo https://t.co/imF9wEWavN via @people""",253
b'OnCroft',b'Well done to everyone who suppprted  #BrettKavanaugh against the latest wave of hysteria sweeping our zeitgeist. Maybe this will calm the #metoo bandwagon down a bit now that were all sick of hearing about it.',105
b'Harry8855singh',"b'Truly a sad day, #MeToo \xe2\x81\xa6@BrettKavanaugh\xe2\x81\xa9  https://t.co/XUwXnF0p9s'",32
b'BelleRosada',"b'Misogyny and the Men Who Love Us. (This article really took some time, angst and tears...) #feminism #metoo #timesup https://t.co/SKDQvcirwS https://t.co/5ClKrluREL'",1035
b'janetraineytx',b'@kasie @SenatorCollins Because she is. She has betrayed us for her own political ambition. Colossal disappointment. #MeToo doesn\xe2\x80\x99t matter to her.',29
b'UberStrategist',b'Advertising Week: Diversity And Inclusion In An Era Of #MeToo And #TimesUp\nhttps://t.co/AO0BPZlNGk \nvia @aListDaily',3395
b'RIBeastie',b'@HuffPost Good.  We need someone who will bring women Forward not take us back to the dark ages! #MeToo',224
b'Patrici95654201',b'@SenatorCollins So sad you have deserted us #allwomen #metoo',11
b'Todd95272130',"b""@davidhogg111 David, it's time that I expose you when you forced yourself on me in a sexual manner and tried to force me to go down on you at that one party last year...and don't even try and BS your way out of it. You had me pinned down and threatened me. #metoo""",0
b'NoBrainsTRUMP',"b""Supreme Court of The United States is about to loose all its credibility thanks to Trump's Attempt and Victorian in Politicizing Our Justice System Something he has been doing for years to Devide Americans and Distroy Our Country VOTE Nov 6th #BlueWave #Resist #FBR #Metoo""",5704
b'TheLoyalTen',b'Debra Messing would rather be stuck in an elevator with Donald #Trump than Susan Sarandon lol #MeToo\n\nhttps://t.co/DG9FU7B82S',1204
b'trump_enemy',b'@jamie_roche You should have denounced him long ago #ImpeachKavanaugh #metoo #BelieveSurvivors',3846
b'TheFakeDJTrump1',b'@AJDorsey @naimeiyao @RVAwonk Your statement about #metoo is both inaccurate and abhorrent. You either know nothing about sexual abuse or disregard what so many of us have experienced. Turn off Limbaugh and Fox News.',113
b'zen_Karma_',"b""@SenatorCollins Nothing like sending women's rights back to 1950.  Shame on you.   #MeToo""",480
b'WindyCityFunk',b'@jodikantor @billclarkphotos The #MeToo Movement Is Unstoppable',693
b'annemariayritys',b'Why do women worldwide earn 20-40% less than men?https://t.co/rIsjCyqjvB\n\nPlease comment!\n#genderequality \n#feminism #metoo https://t.co/IcO6hOfM1H',508018
b'TheZullinator',b'#MeToo has become an absolute farce. Thanks you #Libtards for destroying what was once a positive message for victims. Liberal Democrats destroy everything they touch #WalkAwayFromDemocrats2018 https://t.co/mhEbZHTkSp',3248
b'karibu1877',"b""Dear America: I'm sorry it seems like democracy is failing you right now.  #KavaNOPE #MeToo #IBelieveChristine""",26
b'ncmoulee',"b'#MeToo in India, first signs from firstpost  https://t.co/AZwkffHyPw'",1156
b'NoParty2016',b'@Alyssa_Milano @SenatorCollins Cory Booker &amp; Keith Ellison.....where is #metoo',5398
b'RangerDamrod',b'@jimmykimmel @jimmykimmellive @cnn @cspan @wsj @ajc @time @forbes @abc @abcnews ok for #jimmykimmel to #rape and degrage #women @womensmarch @Alyssa_Milano #metoo https://t.co/iaoO4LqJlH',919
b'DianeRafferty2',"b'@Alyssa_Milano @JeffFlake God bless you, #metoo'",24
b'ravenrozier',b'#HillaryClinton is EVIL! #MeToo https://t.co/PBBI8uT0pM',4809
b'Adampdx',"b""@chrislhayes Whatever limp arguments #GOP had to drive right to turn out for #Trump just disappeared. \n#GOP will be #drunktilXmas. Make 'em pay!\n#Kavanaugh #KavanaughVote #StopKavanagh #Resist #MeToo #MedicareForAll""",2182
b'imjulesjules',"b'@RealMAGASteve @VoteTrumpPics What grace these women have, they have done their research and understand the judicial system and want what is best for their country. \n\nConservative women are sick of the hate the uninformed activist left is perpetrating. #metoo movement has lost its power... @RitaPanahi'",105
b'RIBeastie',"b""@theintercept She should be ashamed to be a woman. Sue Collins is not pro woman's rights and she probably set us back 40 years. We will NOT go Back!!! #MeToo""",224
b'NewsHour',"b'""On the one hand, you saw the energy of the #MeToo movement stand behind"" Christine Blasey Ford and others who came forward with allegations against Brett Kavanaugh, @kdittmar tells @JudyWoodruff. You also saw that our institutions ""are still pretty ill-equipped"" to handle this https://t.co/rmDTQnmLzB'",987919
b'boyfacemedia',b'Get on our RAP GOATS #playlist: https://t.co/krrcOGXgFt\n#NewMusic: \nhttps://t.co/BnyuGHpus9 ADBREAK_120000 4 by Live365: #youtube #lilbaby\n#hiphop #rap #Crypto #metoo #ICO $hot',41923
b'Pubstuffnsuch',b'@Alyssa_Milano @SenatorCollins #meToo is not the issue here. Lying in front of JC is the issue',146
b'Wilson1Theresa',"b""This is so true. Like she hasn't been through enough. This is why we don't come out and tell anyone what happened to us. Because we e are blamed for what someone who is sick in the head did to us.#MeToo https://t.co/anPm6hFGYS""",1066
b'TruthInLight68',"b'There are a few hours left!  Is there any @FBI that honor #Fidelity #Bravery #Integrity?  Asking for all #MeToo #Survivors.  #WhereIsChristopherWray?  Any #Agent?  If you are no better than #Senate, why bother?'",763
b'RandallBenge',"b""@Alyssa_Milano @SenatorCollins With this debacle you pretty much ruined the #MeToo movement. Good job. Why can't you people stick to the truth instead of destroying making things worse?""",2885
b'PairFace',b'@DahlLee @kasie @SenatorCollins I thought Harvey Weinstein was the Harvey Weinstein of the #MeToo movement...',96
b'pp2boca',b'@Alyssa_Milano @SenatorCollins Agreed... it\xe2\x80\x99s was carefully planned along... #kavanaugh was always going to be confirmed... they made sure to have enough yes votes from @SenatorCollins and @JeffFlake etc to counter the No from @lisamurkowski to save her ass in AK .. #metoo',9
b'CarolinaCool013',"b'Yes, keep speaking out and keep telling the truth. #TimesUp &amp; #MeToo We are not stopping and we are not backing down.  We are becoming a Revolution of Women and we are POWERFUL! And we are the FUTURE! https://t.co/kWTXC5EWwb'",104
b'black_von',"b'Ugh. TGIF? Decompressing with a martini, watching \xe2\x81\xa6@amandapalmer\xe2\x81\xa9 and \xe2\x81\xa6@jasziepower\xe2\x81\xa9 sing some #metoo truth. \xe2\x81\xa6@TIMESUPNOW\xe2\x81\xa9 \xe2\x81\xa6@TIMESUPLDF\xe2\x81\xa9 #SMASHTHEPATRIARCHY  https://t.co/ICYz3ihlaJ'",1343
b'mainecoon03',b'@SantaInc @FoxNews @SenJohnKennedy Nobody raped Dr Ford and that was proven.  Live with it.  This whole scam has damaged the so called women\xe2\x80\x99s movement and the #MeToo as well.  Women crying and harassing for one  instance Flake lying about rape will  call for them to prove it which they should.',55
b'hockeycoug44',"b'@OPCROM2020 @joanwalsh Shouldn\'t your handle be ""LetMenBeRapists?"" Your take is so infantile as to be laughable. #MeToo is about women claiming the power they deserve in society and calling out men\'s bad behavior. Either you have some skeletons in hour closet or you are an insecure little man.'",3216
b'TheWisemanSaid2',b'Is this trending yet? Can we make it trend?\n\n#GOPhuckyourselves\n\n#Kavanaugh #KavaNO #Resist #StopKavanaugh #FridayFeeling\n#metoo #VoteNo',15473
b'lorrimcbride7',"b'@deray @mdb I think she did a great job and Im a woman, in order for the #metoo movement to be legitimate, events must meet a standard and accused must be presumed innocent. Otherwise, good decent men\xe2\x80\x99s lives may be destroyed.'",26
b'RachelforOhio',b'Reminder: The man set to become a Supreme Court Justice was nominated by a man who also has a history of sexual misconduct. Morally bankrupt politicians are exactly why I\xe2\x80\x99m running for office. #Kavanaugh #MeToo #TimesUp #BlueWave #OhDems @realDonaldTrump https://t.co/hCMUnuVUn6 https://t.co/hQwvZUcP51',14560
b'thomascharlton1',"b""@KatrinaPierson @KatrinaPierson  I don't believe Allysa Milano can distinguish the difference from #MeToo the movement and self centered #metooAllysaMilano""",12
b'JoinPatriotify',b'Hollywood #MeToo Figurehead Finally Turns Against Her \xe2\x80\x98Love\xe2\x80\x99 Bill Clinton | Conservative\xc2\xa0Tribune https://t.co/60vEqj4fdv',9707
b'stxbaby4ever',"b""Today is a prime example of why it's important to vote vote vote vote vote vote vote vote vote in EVERY election no matter how small #kavanaugh #ibelieveher #ibelievechristineblaseyford #blacklivesmatter #metoo #timesup https://t.co/n5ScvWFTsE""",43
b'RangerDamrod',b'@jimmykinmml @jimmykimmellive @cnn @cspan @wsj @ajc @time @forbes @abc @abcnews ok for #jimmykimmel to #rape and degrage #women @womensmarch @Alyssa_Milano #metoo  https://t.co/iaoO4LqJlH',919
b'AngeliaFlemin15',b'@atensnut @HillaryClinton I have one question when will the #metoo movement hold bill clinton accountable? And worse yet his wife.',183
b'emilyjodell',"b'\xe2\x80\x9cI came forward because I believed that professor Rubenfeld\xe2\x80\x99s conduct was wrong...The hard part was knowing that, even if other women filed complaints as well, the process would operate to divide and conquer our claims.\xe2\x80\x9d https://t.co/jKDMUOZtIk #metoo #law #highered #education'",11799
b'ALLONSYWOO',"b'I wonder... if a bloke wrote, \xe2\x80\x98I have a lunchtime crank\xe2\x80\x99 would it be received in the same way? #metoo https://t.co/NeH4ywTldR'",2
b'PUB1124',"b'@cwens70 @LisaMei62 @KirstenPowers Bill Clinton is a Rapist.\nEllison beats the crap out of Women.\n""Join the DNC full of angelic souls."" - Paid for by #MeToo'",57
b'Trilobrite',"b'@Stonekettle I would oppose him as I would any republican.  Don\'t worry, he won\'t make it very far in the primaries.  #MeToo awaits him. Doubt me?  Google ""Biden unwanted touching.""'",622
b'Thomas05478750',b'Congress and our government  is the biggest joke I have ever seen #metoo movement going down pipe',0
b'mommasaysobama',"b""Cue the music \xf0\x9f\x8e\xb6 #QueenOfSoul #ArethaFranklin You better think (think) \nThink about what you're trying to do to #MeToo\xe2\x9d\x97\xef\xb8\x8f#KavaHELLNaugh https://t.co/C8sTKNZg2p""",6051
b'DBAnderson1',"b'You can always count on that one white woman who will prostrate herself to the patriarchy (in the name of her ""best judgement"")\n\nYou sniveling coward. Burn in hell, Susan Collins. #metoo #Kavanaugh https://t.co/W0I6xDwPUv'",1676
b'zoey99Lane',b'@Alyssa_Milano @SenatorCollins You\xe2\x80\x99re not a liable person anymore! You ruin #metoo for me! How dare you!',64
b'_AJCousins',"b""@thedailybeast Even if you're super ignorant, literally all you had to do was Google #MeToo to know Tarana Burke started the hashtag 12 years ago. That's not even journalism, dudes.""",4276
b'inglamwetrust',"b'.@SenatorCollins, may this day haunt you for the rest of your days, just like #SexualAssault survivors are haunted for the rest of their days. #SellOut #MeToo \n\n#BelieveSurvivors #StopKavanaugh #VoteNo #SaveSCOTUS #SaveRoevWade #RoeVWade #reprorights'",2259
b'RedHeadinJax',"b""Just reached 400 followers. This is my #FBRParty #FollowBackResistance  \n\nI'll follow you. #Resist #VoteBlue #NoDesantisFL #Kavanope #Veteran #Kneel #Equality #MeToo\n\nPlease:  \n1 Like \n2 Retweet \n3 Follow \n4 Reply""",474
b'DFS_DOG',b'Jeff flake turned his back on women who were victims.. And sided with a drunk abuser.. #MeToo',182
b'rye_journo',"b'(3/4) I can\xe2\x80\x99t tell you how many of my friends have come out in the last year to bear their pains, their repressed memories, the anguish they feel over what happened to them. But #MeToo is happening for a reason - because people have been irreparably hurt, and no one listened.'",1252
b'Republicanny',"b""#ShameOnYou @GeorgeTakei \n\nMore evidence he's quite the arbiter of #MeToo , decency and morality...Oh my!!! https://t.co/gpvibytGFv""",338
b'sajosephine2017',"b'@marcorubio All under the leadership of the worst party in the history of American politics- GOP, spearheaded by turtle face @senatemajldr #RemembertheGarland #metoo #KavanaughFord'",138
b'sassynsmartazzy',"b'Today, @SenatorCollins under political cover of a sham @fbi BI told #women and #Survivors of #sexualassault that they don\xe2\x80\x99t matter. You can\xe2\x80\x99t find #corroboration w/out talking to corroborating #witnesses. #WhyIDidntReport #MeToo #shame'",367
b'KChick1968',"b""@Xiantoni @SCFounderDavid It's extremely insulting and degrading on a guttural level. \nIt's fuckkking sickening\n#ImpeachTrump #Resist #fucktrump #BlueTsunami #VoteThemOut #Scrotus #IBelieveChristineBlaseyFord #MeToo #IBelieveSurvivors""",3774
b'Z3itG3ist',"b'""Ronaldo\'s rape allegations are costing him games, fan support""  https://t.co/sZ4UoZ0WvI Just choose any name: it will work. #MeToo'",556
b'carigervin',"b'#MeToo Mimi, me too. https://t.co/ZtJaP5El41'",4510
b'wacko00wacko',b'@kasie @brianstelter @SenatorCollins #MeToo is far different than believe all women....',1568
b'investordeals13',b'https://t.co/dkTaQHF9oC  ---The Rookie Agent\xe2\x80\x99s Guide to Selling New Construction: Part 1 https://t.co/4JgbiSjBED \xe2\x80\xa6 #Metoo',1137
b'lovelydays_',b'Day after day #metoo campaign proves that they are all whores digging for money and fame.',14920
